album,date,track,lyrics
Led Zeppelin III,1970-02-22 00:00:00,Gallows Pole,"[Verse 1]Hangman, hangman, hold it a little whileI think I see my friends coming, riding many a mileFriends, you get some silver?Did you get a little gold?What did you bring me, my dear friendsTo keep me from the gallows pole?What did you bring me to keep me from the gallows pole?I couldn't get no silver, I couldn't get no goldYou know that we're too damn poor to keep you from the gallows pole[Verse 2]Hangman, hangman, hold it a little whileI think I see my brother coming, riding many a mileBrother, you get me some silver?Did you get a little gold?What did you bring me, my brother, to keep me from the gallows pole?Brother, I brought you some silver, yeahI brought a little gold, I brought a little of everythingTo keep you from the gallows poleYes, I brought you to keep you from the gallows pole[Verse 3]Hangman, hangman, turn your head awhileI think I see my sister coming, riding many a mile, mile, mileSister, I implore you, take him by the handTake him to some shady bowerSave me from the wrath of this manPlease take him, save me from the wrath of this mad manHangman, hangman, upon your face a smileTell me that I'm free to rideRide for many a mile, mile, mile [Verse 4]Oh yes, you got a fine sisterShe warmed my blood from coldShe warmed my blood to boiling hotTo keep you from the gallows pole, pole, pole, pole, yeah, yeahYour brother brought me silver, and your sister warmed my soulBut now I laugh and pull so hard, see you swinging on the gallows pole, yeahBut now I laugh and pull so hard, see you swinging on the gallows pole, pole, poleSwingin' on the gallows pole!Swingin' on the gallows pole!Swingin' on the gallows pole!Swingin' on the gallows polePole, pole, pole, pole, pole, pole, yeah[Outro]Ah-ha-ha, ah-ha-ha, ah-ha-ha, ah-ha-ha, ah-ha-ha-ha, ah-ha-ha-ha, ah-ha-ha, ah-ha-haIt was swingin', it was swingin', it was swingin'Mamamamamamama, yeahOoh yeah, ooh yeahAh-ha-ha, ah-ha-ha, ah-ha-ha, ah-haSwingin' on the gallows, yeahSwingin' on the gallows pole!Swingin' on the gallows pole!Swingin' on the, ahI gotta swing!See-saw marjory dawI gotta swing!See-saw, knock at my doorI gotta singKeep on singing, yeahKeep it cooling, yeahKeep it-Aw yeah!"
Led Zeppelin III,1970-02-22 00:00:00,Tangerine,"[Intro]One, twoOne, two, three, fourOne, two[Verse 1]Measuring a summer's dayI only find it slips away to greyThe hours, they bring me pain[Chorus]Tangerine, tangerineLiving reflection from a dreamI was her love, she was my queenAnd now a thousand years in between[Verse 2]Thinking how it used to beDoes she still remember times like these?To think of us againAnd I do[Guitar Solo][Chorus]Tangerine, tangerineLiving reflection from a dreamI was her love, she was my queenAnd now a thousand years in between"
Led Zeppelin III,1970-02-22 00:00:00,That's the Way,"[Verse 1]I don't know how I'm gonna tell youI can't play with you no moreI don't know how I'm gonna do what mama told meMy friend, the boy next doorI can't believe what people sayin'You're gonna let your hair hang downI'm satisfied to sit here working all day longYou're in the darker side of townAnd when I'm out I see you walkingWhy don't your eyes see me?Could it be you've found another game to play?What did mama say to me?[Chorus]That's the way, oh, that's the way it ought to beYeah, yeahMama say that's the way it ought to stayYeah, yeah[Verse 2]And yesterday I saw you standing by the riverAnd weren't those tears that filled your eyes?And all the fish that lay in dirty water dyin'Had they got you hypnotized?And yesterday I saw you kissing tiny flowersBut all that lives is born to dieAnd so I say to you that nothing really mattersAnd all you do is stand and cryI don't know what to say about itWhen all your ears have turned awayBut now's the time to look and look again at what you seeIs that the way it ought to stay? [Chorus]That's the way, that's the way it ought to beOh, don't you know nowMama said, mama said, that's the way it's going to stay, yeahAhh, ahh, ahh"
Led Zeppelin III,1970-02-22 00:00:00,Bron-Y-Aur Stomp,"[Verse 1]Ah, caught you smiling at meThat's the way it should beLike a leaf is to a tree, so fineAh, all the good times we hadI sang love songs so gladAlways smiling, never sad, so fine[Chorus]As we walk down the country laneI'll be singing a song, hear me calling your nameHear the wind within the treesTelling Mother Nature 'bout you and me[Verse 2]Well, if the sun shines so brightOr on our way it's darkest nightThe road we choose is always right, so fineAh, can your love be so strongWhen so many loves go wrong?Will our love go on and on and on and on and on and on?[Chorus]As we walk down the country lanesI'll be singing a song, hear me calling your nameHear the wind within the treesTelling Mother Nature 'bout you and me [Bridge]My, myLa-la-laCome on now, it ain't too farTell your friends all around the worldAin't no companion like a blue eyed MerleCome on now, well, let me tell youWhat you're missing, messin' 'round them brick walls[Verse 3]So of one thing I am sureIt's a friendship so pureAngels singing all around my door, so fineYeah, ain't but one thing to doSpend my natural life with youYou're the finest dog I knew, so fine[Outro]When you're old and your eyes are dimThere ain't no old Shep gonna happen againWe'll still go walking down country laneI'll sing the same old song, hear me call your name"
Led Zeppelin III,1970-02-22 00:00:00,Hats Off to (Roy) Harper,"[Intro]Mmm, a, mmm, a, mmm, a mmm, a mmm, a come on down[Verse 1]When I done quit hollering, babyI believe I'll shake 'em on downGet my babe, won't be lateYou know by that I mean ah, seconds lateAh, must I holler?Must I shake 'em on down?[Chorus]Well, I've done quit hollerin', babyI believe I'll shake 'em on downShake 'emAaahhh[Verse 2]Well, I ain't no monkeyI can't climb no treeNo brown-skin woman gonna make no monkey out of meYeah, I ain't no monkeySure can't climb no tree[Chorus]I been mistreated, babe, I believe I'll shake 'em on downWell, I've been mistreated, babe, I believe I'll shake 'em on downMmm, ha haHa ha haha, ha ha haha, ha ha haha, ha ha hahaaaaaaa..... [Verse 3]Listen, mama, put on your mornin' gownPut on your nightshirt, mamaWe going to shake them down, yeahMust I holler?Must I, must I, must I shake them on down?[Chorus]Ooh, I've done been mistreated, babe, I believe I'll shake 'em on down[Outro]Gave my baby a twenty-dollar billIf that don't get her, I'm sure my shot, shot, shot-gun willYeah, I gave my baby a twenty-dollar billWell, if that don't get that woman, I'm sure my shot-gun willI'm gonna go shoot her now"
Led Zeppelin IV,1971-02-22 00:00:00,Black Dog,"[Intro][Verse 1]Hey, hey, mama, said the way you moveGonna make you sweat, gonna make you grooveAh, ah, child, way you shake that thingGonna make you burn, gonna make you stingHey, hey, baby, when you walk that wayWatch your honey drip, can't keep away[Chorus]Oh, yeah, oh, yeahAh, ah, ahOh, yeah, oh, yeahAh, ah, ah[Verse 2]I gotta roll, can't stand stillGot a flaming heart, can't get my fillEyes that shine burning redDreams of you all through my head[Interlude]Ah, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahAh [Bridge]Hey, baby, oh, baby, pretty babyDarling, can't you do me now?Hey, baby, oh, baby, pretty babyMove me while you do me now[Verse 3]Take too long 'fore I found outWhat people mean by down and outSpent my money, took my carStarted telling her friend she gonna be a starI don't know, but I've been toldA big-legged woman ain't got no soul[Chorus]Oh, yeah, oh, yeahAh, ah, ahOh, yeah, oh, yeahAh, ah, ah[Verse 4]All I ask for, all I praySteady-rollin' woman gonna come my wayNeed a woman gonna hold my handWon't tell me no lies, make me a happy man [Interlude]Ah, ah, ah, ahAh, ah, ah, ahAh, ah, ah, ahAh[Instrumental Outro]AhOoh, ooh-wah, yeah, oh, yeah, gotta moveYeah-yeah-yeah, yeah-yeah, yeah-yeahGotta move you, now, babe, babe, move, you move, yeahPush, push, babe, push, babe, push, babePush it, now, push, baby, push, baby, push, move, moveOoh, yeah, ooh, moveWell, doneI'm gonna get ya groovin', now, gonna get ya groovin', now"
Led Zeppelin IV,1971-02-22 00:00:00,Rock and Roll,"[Verse 1]It's been a long time since I rock and rolledIt's been a long time since I did the strollOoh, let me get it back, let me get it back, let me get it backBaby, where I come from[Chorus]It's been a long time, been a long timeBeen a long lonely, lonely, lonely, lonely, lonely timeYes, it has[Verse 2]It's been a long time since the book of loveI can't count the tears of a life with no loveCarry me back, carry me back, carry me backBaby, where I come fromWhoa, whoa, oh[Chorus]It's been a long time, been a long timeBeen a long lonely, lonely, lonely, lonely, lonely time[Instrumental Break]Ahhh!  Ahhh![Verse 3]Oh, it seems so long since we walked in the moonlightMaking vows that just can't work rightOh yeah, open your arms, open your arms, open your armsBaby, let my love come running in!Yeah! [Chorus]It's been a long time, been a long timeBeen a long lonely, lonely, lonely, lonely, lonely timeYeah, heyYeah, heyYeah, heyYeah, heyOoh, yeahOoh, yeahOoh, yeahOoh, yeahIt's been a long time, been a long timeBeen a long lonely, lonely, lonely, lonely, lonely time"
Led Zeppelin IV,1971-02-22 00:00:00,The Battle of Evermore,"[Verse 1: Robert Plant, Sandy Denny, both]The Queen of Light took her bowAnd then she turned to goThe Prince of Peace embraced the gloomAnd walked the night aloneOh, dance in the dark of nightSing to the morning lightThe dark Lord rides in force tonightAnd time will tell us allOh, throw down your plow and hoeRest not to lock your homesSide by side we wait the might of the darkest of them allOh-oh[Chorus: Robert Plant &amp; Sandy Denny]I hear the horses' thunder down in the valley belowI'm waiting for the angels of AvalonWaiting for the eastern glow[Verse 2: Robert Plant, Sandy Denny, both]The apples of the valley hold the seeds of happinessThe ground is rich from tender careRepay, do not forget, no, noDance in the dark of nightSing to the morning lightThe apples turn to brown and blackThe tyrant's face is redOh, war is the common cryPick up your swords and flyThe sky is filled with good and badMortals never know, oh [Chorus: Robert Plant &amp; Sandy Denny]Oh, well, the night is long, the beads of time pass slowTired eyes on the sunriseWaiting for the eastern glow[Verse 3: Robert Plant, Sandy Denny, both]The pain of war cannot exceedThe woe of aftermathThe drums will shake the castle wallThe ring wraiths ride in black, ride onSing as you raise your bow (ride on)Shoot straighter than beforeNo comfort has the fire at nightThat lights the face so coldOh, dance in the dark of nightSing to the morning lightThe magic runes are writ in goldTo bring the balance backBring it back[Outro: Robert Plant &amp; Sandy Denny]At last the sun is shiningThe clouds of blue roll byWith flames from the dragon of darknessThe sunlight blinds his eyesAhAh [Outro: Robert Plant]Bring it back, bring it backBring it back, bring it backBring it back, bring it backBring it back, bring it backOh, now, oh, now, oh, now, ohOh, now, oh, now, oh, nowBring it back, bring it backBring it back, bring it backOoh, now, oh, now, oh, now, ohOh, now, oh, now, oh, nowBring it, bring it, bring it, bring itBring it, bring it, bring it, bring itBring it, bring it, bring it, bring it"
Led Zeppelin IV,1971-02-22 00:00:00,Stairway to Heaven,"[Instrumental Intro][Verse 1]There's a lady who's sure all that glitters is goldAnd she's buying a stairway to HeavenWhen she gets there she knows if the stores are all closedWith a word she can get what she came forOoh-ooh, ooh, ooh, ooh, ooh-ooh, and she's buying a stairway to Heaven[Verse 2]There's a sign on the wall, but she wants to be sure'Cause you know sometimes words have two meaningsIn a tree by the brook, there's a songbird who singsSometimes all of our thoughts are misgiven[Refrain]Ooh, it makes me wonderOoh, makes me wonder[Verse 3]There's a feeling I get when I look to the westAnd my spirit is crying for leavingIn my thoughts I have seen rings of smoke through the treesAnd the voices of those who stand looking[Refrain]Ooh, it makes me wonderOoh, really makes me wonder [Verse 4]And it's whispered that soon if we all call the tuneThen the piper will lead us to reasonAnd a new day will dawn for those who stand longAnd the forests will echo with laughter[Interlude]Oh-oh-oh-oh-woah-ho[Verse 5]If there's a bustle in your hedgerow, don't be alarmed nowIt's just a spring clean for the May queenYes, there are two paths you can go by, but in the long runThere's still time to change the road you're on[Refrain]And it makes me wonderOhh, oh-oh[Verse 6]Your head is humming and it won't go, in case you don't knowThe piper's calling you to join himDear lady, can you hear the wind blow?And did you knowYour stairway lies on the whispering wind? Oh [Guitar Solo][Bridge]And as we wind on down the roadOur shadows taller than our soulThere walks a lady we all knowWho shines white light and wants to showHow everything still turns to goldAnd if you listen very hardThe tune will come to you at lastWhen all are one, and one is all, yeahTo be a rock and not to roll[Outro]And she's buying a stairway to Heaven"
Led Zeppelin IV,1971-02-22 00:00:00,Misty Mountain Hop,"[Verse 1]Walking in the park just the other day, babyWhat do you, what do you think I saw?Crowds of people sitting on the grass with flowers in their hair said""Hey, boy, do you wanna score?""And you know how it is?I really don't know what time it wasWoah, oh, ohSo I asked them if I could stay a while[Verse 2]I didn't notice, but it had got very dark, and I was reallyReally out of my mindJust then a policeman stepped up to meAsked us said please, hey, would we careTo all get in line, get in line?Well, you know, they asked us to stay for tea and have some funOh, oh, ohHe said that his friends would all drop by, ooh[Verse 3]Why don't you take a good look at yourselfAnd describe what you see?And baby, baby, baby, do you like it?There you sit, sitting spare like a book on a shelf rustingAh! Not trying to fight itYou really don't care if they're coming?Oh, oh, ohI know that it's all a state of mind, ooh (No, no, no!) [Guitar Solo][Verse 4]If you go down in the streetsToday, baby, you betterYou better open your eyes, woah yeahFolk down there really don't careReally don't care, don't care, really don'tWhich, which way the pressure liesSo I've decided what I'm going to do nowSo I'm packing my bags for the Misty MountainsWhere the spirits go nowOver the hills where the spirits flyOoh, ooh, ooh, ooh, ooh, ooh[Outro]I really don't know, oh, oh, oh, oh, oh, ohI really don't know, oh, oh, oh, oh, oh, oh, ohI really don't know"
Led Zeppelin IV,1971-02-22 00:00:00,Four Sticks,"[Verse 1]Oh, baby, it's crying timeOh, baby, I got to flyGot to try to find a wayGot to try to get away'Cause you know I gotta get away from you, babe[Verse 2]Oh, baby, the river's redAh, baby, in my headThere's a funny feeling going onI don't think I can hold out long[Chorus]And when the owls cry in the nightOh, baby, baby, when the pines begin to cryBaby, baby, baby, how do you feel?If the rivers run dry, baby, how would you feel?[Verse 3]Craze, baby, the rainbow's endMm, baby, it's just a den for those who hideWho hide their love to depths of lifeAnd ruin dreams that we all knew so, babe[Chorus]And when the owls cry in the nightAnd, baby, when the pines begin to cryOh, baby, baby, how do you feel?If the rivers run dry, baby, how do you feel?Ah, ah...Baby, how do you feel? [Instrumental Break][Verse 4]Ooh yeah, brave I endureOoh yeah, strong shields and loreThey can't hold the wrath of those who walkAnd the boots of those who marchBaby, through the roads of time so long ago[Outro]Ooh, yeahOoh, ooh yeahAh, ah, ah, ahOoh, hooOoh, oohOoh, ah"
Led Zeppelin IV,1971-02-22 00:00:00,Going to California,"[Verse 1]Spent my days with a woman, unkindSmoked my stuff and drank all my wineMade up my mind to make a new startGoing to California with an achin' in my heartSomeone told me there's a girl out thereWith love in her eyes and flowers in her hair[Verse 2]Took my chances on a big jet planeNever let 'em tell you that they're all the sameOh, the sea was red and the sky was greyWondered how tomorrow could ever follow todayThe mountains and the canyons start to tremble and shakeThe children of the sun begin to awake (Watch out)[Bridge]Seems that the wrath of the godsGot a punch on the nose and it's startin' to flowI think I might be sinkin'Throw me a line, if I reach it in timeI'll meet you up there where the path runs straight and high[Verse 4]To find a queen without a kingThey say she plays guitar and cries and sings, ""La la la la""Ride a white mare in the footsteps of dawnTryin' to find a woman who's never, never, never been bornStandin' on a hill in my mountain of dreamsTellin' myself it's not as hard, hard, hard as it seems (Mm, ah) [Outro]Ah, ah, ah, ah"
Led Zeppelin IV,1971-02-22 00:00:00,When the Levee Breaks,"[Intro][Verse 1]If it keeps on raining, levee's going to breakIf it keeps on raining, the levee's going to break[Chorus 1]When the levee breaks, have no place to stay[Verse 2]Mean old levee taught me to weep and moan, ohMean old levee taught me to weep and moan[Chorus 2]It's got what it takes to make a mountain man leave his homeOh well, oh well, oh well, ooh[Bridge 1]Oh, don't it make you feel badWhen you're trying to find your way homeYou don't know which way to goIf you're going down south, they got no work to doIf you're going north to ChicagoAh, ah, ah, hey[Instrumental Break] [Verse 3]Crying won't help you, praying won't do you no goodNo, crying won't help you, praying won't do you no good[Chorus 3]When the levee breaks, mama, you got to move, ooh[Verse 4]All last night I sat on the levee and moanedAll last night, sat on the levee and moanedThinking about my baby and my happy homeOh-ho[Bridge 2]Ah, ah, ah, ah-ahAh, ah, ah, ah-ahOh, oh[Outro]GoingI'm going to ChicagoGoing to ChicagoSorry, but I can't take you, ahGoing down, going down nowGoing down, I'm going down nowGoing down, going downGoing down, going downOh...Going down, going down nowGoing down, going down nowGoing down, going down nowGoing down, going, dow- dow- dow- dow- down, nowOoh, ooh"
Houses of the Holy,1973-02-22 00:00:00,The Song Remains the Same,"[Verse 1]I had a dream, oh yeahCrazy dream, oh hoAnything I wanted to knowAny place I needed to go[Verse 2]Hear my song, yeahPeople, don't you listen now?Sing along, ohYou don't know what you're missing now[Verse 3]Any little song that you knowEverything that's small has to growAnd it's gonna grow nowPush, push, yeah[Verse 4]Na-na-na-na-naCalifornia sunlightSweet Calcutta rainHonolulu starbrightThe song remains the same, oooh, oooh, ooh(Get it on) [Bridge]Oh, keep onAll you gotta do, all you gotta doAll you gotta do now, all you gotta do now[Verse 5]Ooh, sing out Hare HareOoh, dance the Hoochie KooCity lights are oh-so brightAs we go sliding, sliding, sliding, sliding, sliding, sliding[Outro]Ahhhhhhh"
Houses of the Holy,1973-02-22 00:00:00,The Rain Song,"[Verse 1]It is the springtime of my lovingThe second season I am to knowYou are the sunlight in my growingSo little warmth I've felt beforeIt isn't hard to feel me glowingI watched the fire that grew so low, oooh, oh[Verse 2]It is the summer of my smilesFlee from me, keepers of the gloomSpeak to me only with your eyesIt is to you I give this tuneAin't so hard to recognize, ohThese things are clear to all from time to time, oohOh, oh[Bridge]Ah, talk, talk, talk, talkHey![Verse 3]I've felt the coldness of my winterI never thought it would ever goI cursed the gloom that set upon us, upon us, upon usBut I know that I love you so, ohhhh, ohBut I know that I love you so [Verse 4]These are the seasons of emotionAnd like the wind, they rise and fallThis is the wonder of devotionI see the torch we all must holdThis is the mystery of the quotient, quotientAh, upon us all, upon us all a little rain must fall[Outro]Just a little rain, oh yeahUhh, ooooh, yeah yeah yeah"
Houses of the Holy,1973-02-22 00:00:00,Over the Hills and Far Away,"[Intro][Verse 1]Hey lady, you got the love I needMaybe more than enoughOh darling, darling, darling; walk a while with meOh, you've got so much, so much, so much[Verse 2]Many have I loved, and many times been bittenMany times I've gazed along the open roadMany times I've lied, and many times I've listenedMany times I've wondered how much there is to knowMany dreams come true, and some have silver liningsI live for my dream and a pocketful of gold[Instrumental Break][Verse 3]Mellow is the man who knows what he's been missingMany, many men can't see the open roadMany is a word that only leaves you guessingGuessing 'bout a thing you really ought to know, oh, oh, oh, oh!Really ought to know (oh, oh, oh)I really ought to knowOh-whoa, you know I should, you know I shouldYou know I should've knownOoohhh..."
Houses of the Holy,1973-02-22 00:00:00,The Crunge,"[Intro - Spoken]""Do you want to take it away, John?""""If you like, Jim""[Verse 1]I wanna tell you about my good thingI ain't disclosing no names, butHe sure is a good friend, andI ain't gonna tell you where he comes from, boyIf I tell you, you won't come again-oh, heyI ain't gonna tell you nothing, but I do will, but I know, yeah!Now let me tell you about my girlI open up a newspaper, and what do I see?[Chorus]Ah, ahSee my girl, ah, looking at me[Verse 2]Ooh, and when she walks, she walksLet me tell you, when she talks, she talksAnd when she looks me in my eyeShe's my baby, Lord, I wanna make her mineOoh, tell me, baby, what you want me to doAnd you want me to love you, love some other men?Ooh, ain't gonna call me Mr. Pitiful, no!Ah, I don't need no respect from nobody, no, no [Chorus]Ah yeah, no, noAh[Verse 3]I ain't gonna tell you nothing, I ain't gonna tell you no more, no!She's my baby, let me tell you that I love her so and, and!She is the woman I really wanna love, and let me tell you moreOoh! She's my baby, let me tell you, she lives next doorShe's the one a woman, the one a woman that I knowI ain't going, I ain't going, I ain't going to tellI ain't going to tell you one thingThat you really ought to know, boy!She's my lover, baby, and I love her so, andShe's the one that really makes me whirl and twirl, and!She's the kind of lover that makes me feel the whole world, andShe's the one who really makes me jump and shout, oh!She's the kind of girl, I know what it's all about!Take it onTake it, take it, take it[Bridge]Ah, excuse meOh, will you excuse me?I'm just trying to find the bridge!Has anybody seen the bridge?Please!(Have you seen the bridge?)I ain't seen the bridge!(Where's that confounded bridge?)"
Houses of the Holy,1973-02-22 00:00:00,Dancing Days,"[Verse 1]Dancing days are here againAs summer evenings growI got my flower, I got my powerI got a woman who knows[Chorus]I said it's all right, you know it's all rightI guess it's all in my heartYou'll be my only, my one and onlyIs that the way it should start?[Verse 2]Crazy ways are evidentIn the way you wearing your clothesSipping booze is precedentAs the evening starts to glow[Chorus]You know it's all right, I said it's all rightYou know it's all in my heartYou'll be my only, my one and onlyIs that the way it should start?Dig[Verse 3]You told your mama I'd get you homeBut you didn't say that I got no carI saw a lion, he was standing aloneWith a tadpole in a jar [Chorus]You know it's all right, I said it's all rightI guess it's all in my heart, heart, heartYou'll be my only, my one and onlyIs that the way it should start?[Verse 1]So dancing days are here againAs the summer evenings growYou are my flower, you are my powerYou are my woman who knows[Chorus]I said it's all right, you know it's all rightYou know it's all in my heartYou'll be my only, yes, my one and only, yesIs that the way it should start?I know it is, yeah!"
Houses of the Holy,1973-02-22 00:00:00,D'yer Mak'er,"[Verse 1]Oh, oh, oh, oh, oh, ohYou don't have to go-oh, oh, oh, oh, ohYou don't have to go-oh, oh, oh, oh, ohYou don't have to goAy, ah, ah, ah, ah, ayAll those tears I cry, ah, ah, ah, ayAll those tears I cry, oh, oh, uh, ayBaby, please, don't go[Chorus]When I read the letter you wrote me, it made me mad, mad, madWhen I read the words that it told me, it made me sad, sad, sadBut I still love you so, I can't let you goI love you, ooh, baby, I love ya[Verse 2]Oh, uh, uh, uh, oh, ohEvery breath I take, uh, oh, oh, ohOh, every move I makeOh, baby, please, don't go, uhAy, ah, ah, ah, ah, ayYou hurt me to my soul, oh, oh, oh, ohYou hurt me to my soul-oh-ohDarling, please, don't go [Chorus]When I read the letter you sent me, it made me mad, mad, madWhen I read the news that it broke, it made me sad, sad, sadBut I still love you so and I can't let you goI love you, ooh, uh—baby, I love you, ah[Guitar Solo][Verse 3]Oh, oh, oh, oh, oh, ohYou don't have to go, oh, oh, oh, ohYou don't have to go, oh, oh, oh, ohOh, baby, babe, please, please, please, please[Outro]Ah, uh, ah, uh, ah, ah, babyAh, ah, I really love you, babyOoh, ooh, ooh, ooh, ooh, ooh, darlingOh, oh-woah, oh, baby, I still love you soOh, baby, I still love you so, oh, oohOh, oh, oh, oh, oh, oh, yeah (Fire)Ah, ah, ah, ah, ah, ah, oh (Fire)Ah, ah, ah, ah, ahOh, yeah (Fire)Awe, baby, baby"
Houses of the Holy,1973-02-22 00:00:00,No Quarter,"[Verse 1]Close the door, put out the lightYou know they won't be home tonight, oh-ohThe snow falls hard, and don't you know?The winds of Thor are blowing coldThey're wearing steel that's bright and trueThey carry news that must get through[Chorus]They choose the path where no one goesThey hold no quarterThey hold no quarterAh[Verse 2]Walking side by side with deathThe devil mocks their every step, oohThe snow drives back the foot that's slowThe dogs of doom are howling more, ohThey carry news that must get throughTo build a dream for me and you, oh[Chorus]They choose the path where no one goesThey hold no quarterThey ask no quarterThey hold no quarterThey ask no quarter [Outro]Oh!The pain, the pain without quarter, oh, yeahThey ask no quarter (without quarter, quarter, quarter)They give no quarter (giving me, giving me no)Oh (I hear the dogs of doom are howling more)"
Houses of the Holy,1973-02-22 00:00:00,The Ocean,"[Intro: John Bonham]""We've done four already, but now we're steadyAnd then they went: One, two, three, four""[Verse 1]Singing in the sunshine, laughing in the rainHitting on the moonshine, rocking in the grainGot no time to pack my bags, my foot's outside the doorI got a date, I can't be late, for the high hopes hailla ballOh hoOh-oh yeah[Verse 2]Singing to an ocean, I can hear the ocean's roar (Ooh)Play for free and play for me, and play a whole lot more, more (Ooh)Singing 'bout good things and the sun that lights the day (Ooh)I used to sing on the mountains, has the ocean lost its way?[Bridge]I don't knowOh-oh yeah[Guitar solo]Ooh yeah [Interlude]Na nana na na na na na na na na na na na naNa nana na na na na na na na na na na na naNa nana na na na na na na na na na na na naNa nana na na na na na na na na na na na na[Verse 3]Sitting 'round, singin' songs till the night turns into day (Ooh)Used to sing on the mountains, but the mountains washed away(Ooh)Now I'm singin' all my songs to the girl who won my heartShe is only three years old and it's a real fine way to start[Bridge]Oh yeahI sure is fineI blow my mindWhen the tears are going downYeah, yeah, yeah[Outro][Ad libs]Oh, soOh, soOh, so good"
Physical Graffiti,1975-02-22 00:00:00,Custard Pie,"[Verse 1]OohDrop down, baby, let your daddy seeDrop down, my lady, just dream of meWell, my mama, allow me to fool around all night longWell, I may look like I'm crazy, I sure know right from wrong[Verse 2]See me comin', throw your man outdoorAin't no stranger, done been this way beforeSee me comin', mama, I throw your man outdoorI ain't no stranger, I been this way before[Verse 3]Put on your night shirt and your morning gownYou know by night I'm gonna shake 'em on downPut on your night shirt, Mama, and your morning gownWell, you know by night I'm sure gonna shake 'em on downShake it, shake it[Guitar Solo][Verse 4]Oooh, your custard pie, yeah, sweet and niceWhen you cut it, mama, save me a sliceYour custard pie, yeahI declare you're sweet and niceI like your custard pieWhen you cut it, mama, mama, please save me a slice [Outro]Oh, I chew on a piece of your custard pieI chew on a piece of your custard pieI chew on a piece of your custard pieI chew on a piece of your custard pieDrop down, drop down, drop downDrop down, drop down,  yeahDrop down, drop downI chew on a piece of your custard pie"
Physical Graffiti,1975-02-22 00:00:00,The Rover,"[Verse 1]I've been to London, seen seven wondersI know to trip is just to fallI used to rock it, sometimes I'd roll itI always knew what it was for[Pre-Chorus]There can be no denyingThat the wind'll shake 'em downAnd the flag we're flyingIs the new flag of the land[Chorus]If we could just join handsIf we could just join handsIf we could just join...[Verse 2]In fields of plentyWhen heaven sent meI saw the kings who rule them allStill by the firelight and purple moonlightI hear the rested rivers call[Pre-Chorus]And the wind is cryingFrom a love that won't grow coldMy lover, she is lyingOn the dark side of the globe [Chorus]If we could just join handsIf we could just join handsIf we could just join handsYeah yeah, yeah yeah, yeah yeah, yeah yeahYeah yeah, yeah yeah, yeah yeah[Bridge]You got me rocking when I ought to be a-rollingDarling, tell me, darling, which way to goYou keep me rocking, baby, then you keep me stallingWon't you tell me, darling, which way to go, that's right[Guitar Solo][Verse 3]Oh how I wonder, oh how I worryAnd I would dearly like to knowOf all this wonder, of earthly plunderWill it leave us anything to show?[Pre-Chorus]And our time is flyingSee the candle burning lowIs the new world risingFrom the shambles of the old? [Chorus]If we could just join handsIf we could just join handsIf we could just, if we could just, if we could justIf we could just, if we could just join handsHey! That's all it takes, that's all it takesThat's all it takes, that's all it takesYeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeahYeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeah, yeah yeahOoh yeah, Ah! Ah! Ah! That's right, that's right, that's right, that's right"
Physical Graffiti,1975-02-22 00:00:00,In My Time of Dying,"[Verse 1]In my time of dying, want nobody to mournAll I want for you to do is take my body homeWell, well, well, so I can die easyWell, well, well, so I can die easyJesus got to make out, should knowJesus gonna make up, Jesus gonna make it my dying bed[Verse 2]Meet me, Jesus, meet me, ooh, meet me in the middle of the airIf my wings should fail me, Lord, please meet me with another pairWell, well, well, so I can die easyOh, oh, well, well, well, so I can die easy, Jesus gonna make upSomebody, somebody, oh, ohJesus going to make up, Jesus going to make it my dying bed[Bridge]Oh, Saint Peter, at the gates of heaven, won't you let me in?I never did no harm, I never did no wrongOh, oh, Gabriel, let me blow your horn, let me blow your hornOh, I never did no harm, did no harmI've only made the young ones, I never thought I'd do anybody no wrongNo, not once, oh noAh good[Guitar Solo] [Bridge]Oh, I did somebody some good, somebody some good, yeah, ohOh, did somebody some good, yeah, I must've did somebody some good, yeahOh, I believe I didI see the smiling faces, I know there must be lipstick traces, oh[Guitar Solo][Verse 3]And I see them in the streets and I see them in the fieldAnd I hear them at my feet and I know it's got to be realOh Lord, deliver me, all the wrong I've doneOh, you can deliver me, Lord, I only wanted to have some funOh, hear the angels marching, they're marchingHear them marching, hear them marching, the marching[Outro]Oh my Jesus, oh my Jesus, oh my JesusOh my Jesus, oh my Jesus, oh my JesusMy Jesus, oh my Jesus, oh my Jesus, oh my Jesus, ah, ohAh my Jesus, hey, yeah, it's got to be my Jesus, oh-whoaIt's got to be, it's got to be my Jesus, it's got to be, ohIt's got to be my Jesus, oh, take me homeCome on, come on, I can hear the angels singingOh, here they come, here they come, here they comeBye-bye, bye-bye, bye-bye, bye-bye, bye-byeOh, it feels pretty good up here, pretty good up hereOh Georgina, oh Georgina, oh Georgina, oh Georgina, oh GeorginaOh, oh, oh, oh, oh, oh, oh yeahOoh, I'll see you again, come onTake it, take it, take it, take it, yeah, yeah, hey, hey, ooh yesOh, I'm goin' to make it my dying, dying, dying... [Postscript](Coughing)CoughThat's going to be the one isn't it?Come have a listen thenOh yes, thank you"
